2009.5086	39664.3293637
2009.5113	39665.8649695
2009.514	39667.3921858
2009.5168	39668.9669274
2009.5195	39670.47655
2009.5222	39671.9773036
2009.525	39673.5241208
2009.5277	39675.0063766
2009.5305	39676.5337315
2009.5332	39677.9969681
2009.5359	39679.4506991
2009.5387	39680.9481254
2009.5414	39682.3821946
2009.5441	39683.8064833
2009.5469	39685.2731161
2009.5496	39686.6772686
2009.5524	39688.1228947
2009.5551	39689.5066904
2009.5578	39690.8804364
2009.5606	39692.2944211
2009.5633	39693.6476308
2009.5661	39695.0402984
2009.5688	39696.372953
2009.5715	39697.6955352
2009.5743	39699.0564897
2009.577	39700.3586415
2009.5797	39701.650827
2009.5825	39702.9804028
2009.5852	39704.2524655
2009.588	39705.5613223
2009.5907	39706.8135698
2009.5934	39708.0562269
2009.5962	39709.3348885
2009.5989	39710.5583374
2009.6016	39711.7725367
2009.6044	39713.0220762
2009.6071	39714.2178471
2009.6099	39715.4485858
2009.6126	39716.6265444
2009.6153	39717.7960063
2009.6181	39718.9999931
2009.6208	39720.1526937
2009.6235	39721.2974508
2009.6263	39722.4764276
2009.629	39723.6056234
2009.6318	39724.7689125
2009.6345	39725.8834295
2009.6372	39726.991081
2009.64	39728.1327545
2009.6427	39729.2271485
2009.6454	39730.3154038
2009.6482	39731.4377492
2009.6509	39732.5142817
2009.6537	39733.6250275
2009.6564	39734.6909224
2009.6591	39735.7520042
2009.6619	39736.8475958
2009.6646	39737.8997283
2009.6674	39738.9866432
2009.6701	39740.0309984
2009.6728	39741.0719724
2009.6756	39742.1482411
2009.6783	39743.1832304
2009.681	39744.2157292
2009.6838	39745.2841552
2009.6865	39746.3124993
2009.6893	39747.3772585
2009.692	39748.4026867
2009.6947	39749.4271378
2009.6975	39750.4888188
2009.7002	39751.5122029
2009.7029	39752.5355151
2009.7057	39753.5969682
2009.7084	39754.6210475
2009.7112	39755.6839267
2009.7139	39756.7099847
2009.7166	39757.7374513
2009.7194	39758.8047634
2009.7221	39759.8359736
2009.7248	39760.8694436
2009.7276	39761.9438685
2009.7303	39762.98278
2009.7331	39764.0634195
2009.7358	39765.1088645
2009.7385	39766.1579034
2009.7413	39767.2498556
2009.744	39768.306973
2009.7467	39769.3684156
2009.7495	39770.4739833
2009.7522	39771.5449349
2009.755	39772.6608316
2009.7577	39773.7421794
2009.7604	39774.8289363
2009.7632	39775.961861
2009.7659	39777.0602183
2009.7687	39778.2055565
2009.7714	39779.3162363
2009.7741	39780.4332076
2009.7769	39781.5983511
2009.7796	39782.7285848
2009.7823	39783.8655295
2009.7851	39785.0517991
2009.7878	39786.2027729
2009.7906	39787.4038159
2009.7933	39788.5692314
2009.796	39789.7418617
2009.7988	39790.9656171
2009.8015	39792.1531466
2009.8042	39793.3480686
2009.807	39794.595095
2009.8097	39795.8051803
2009.8125	39797.0679777
2009.8152	39798.2932928
2009.8179	39799.5260815
2009.8207	39800.8124057
2009.8234	39802.060357
2009.8261	39803.3156999
2009.8289	39804.6252923
2009.8316	39805.8955309
2009.8344	39807.2204316
2009.8371	39808.5052755
2009.8398	39809.7971562
2009.8426	39811.1442083
2009.8453	39812.4500982
2009.848	39813.7626849
2009.8508	39815.1308179
2009.8535	39816.4566265
2009.8563	39817.8381539
2009.859	39819.1765526
2009.8617	39820.5208762
2009.8645	39821.9210541
2009.8672	39823.2768776
2009.87	39824.6885625
2009.8727	39826.0550597
2009.8754	39827.4264723
2009.8782	39828.8536293
2009.8809	39830.2343507
2009.8836	39831.6192803
2009.8864	39833.0596829
2009.8891	39834.4524089
2009.8919	39835.9003389
2009.8946	39837.2997713
2009.8973	39838.7020803
2009.9001	39840.159063
2009.9028	39841.5663525
2009.9055	39842.9756441
2009.9083	39844.4389268
2009.911	39845.8513673
2009.9138	39847.3172572
2009.9165	39848.7315679
2009.9192	39850.1463181
2009.922	39851.6135887
2009.9247	39853.0282413
2009.9274	39854.4423526
2009.9302	39855.9079151
2009.9329	39857.3199052
2009.9357	39858.7825549
2009.9384	39860.1910452
2009.9411	39861.5973096
2009.9439	39863.0529483
2009.9466	39864.453641
2009.9493	39865.8510888
2009.9521	39867.2965082
2009.9548	39868.6863105
2009.9576	39870.1230834
2009.9603	39871.5038586
2009.963	39872.8797009
2009.9658	39874.3009403
2009.9685	39875.6657249
2009.9713	39877.074802
2009.974	39878.4271953
2009.9767	39879.7730264
2009.9795	39881.16144
2009.9822	39882.4929484
2009.9849	39883.8169662
2009.9877	39885.1817933
2009.9904	39886.4896426
2009.9932	39887.8370835
